,SchoolYear,OrganizationLevel,organizationid,OrganizationName,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,TotalTeacherCount,TotalStudentCount,StudentToTeacherRatio,AverageClassSize,Program,ProgramFormalName,ProgramTeacherCount,ProgramTeacherPercent,ProgramFTE,CertificateType,CertificateTypeCount,CertificateTypePercent,LimitedCertificateType,LimitedCertificateCount,LimitedCertificatePercent,IsEEValidated,DataAsOf
16408,2017-2018,School,101587,Cedar Valley Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3676.0,Cedar Valley Elementary School,101587.0,25.0,,,,All,,,,,National Board Certificate,5.0,0.2,,,,1,15:22.7
16409,2017-2018,School,101588,Springbrook Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3677.0,Springbrook Elementary School,101588.0,39.0,,,,All,,,,,Full Certificate,35.0,0.897,,,,1,15:22.7
16410,2017-2018,School,101588,Springbrook Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3677.0,Springbrook Elementary School,101588.0,39.0,,,,All,,,,,Limited Certificate,2.0,0.051,All Limited Certificates,,,1,15:22.7
16411,2017-2018,School,101588,Springbrook Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3677.0,Springbrook Elementary School,101588.0,39.0,,,,All,,,,,National Board Certificate,4.0,0.10300000000000001,,,,1,15:22.7
16412,2017-2018,School,101589,Fairwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3678.0,Fairwood Elementary School,101589.0,26.0,,,,All,,,,,Full Certificate,25.0,0.9620000000000001,,,,1,15:22.7
16413,2017-2018,School,101589,Fairwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3678.0,Fairwood Elementary School,101589.0,26.0,,,,All,,,,,Limited Certificate,8.0,0.308,All Limited Certificates,,,1,15:22.7
16414,2017-2018,School,101590,Soos Creek Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3707.0,Soos Creek Elementary School,101590.0,27.0,,,,All,,,,,Full Certificate,25.0,0.9259999999999999,,,,1,15:22.7
16415,2017-2018,School,101590,Soos Creek Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3707.0,Soos Creek Elementary School,101590.0,27.0,,,,All,,,,,Limited Certificate,5.0,0.185,All Limited Certificates,,,1,15:22.7
16416,2017-2018,School,101591,Grass Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3708.0,Grass Lake Elementary School,101591.0,29.0,,,,All,,,,,Full Certificate,28.0,0.966,,,,1,15:22.7
16417,2017-2018,School,101591,Grass Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3708.0,Grass Lake Elementary School,101591.0,29.0,,,,All,,,,,Limited Certificate,6.0,0.207,All Limited Certificates,,,1,15:22.7
16418,2017-2018,School,101591,Grass Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3708.0,Grass Lake Elementary School,101591.0,29.0,,,,All,,,,,National Board Certificate,3.0,0.10300000000000001,,,,1,15:22.7
16419,2017-2018,School,101592,Meeker Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3764.0,Meeker Middle School,101592.0,37.0,,,,All,,,,,Full Certificate,34.0,0.919,,,,1,15:22.7
16420,2017-2018,School,101592,Meeker Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3764.0,Meeker Middle School,101592.0,37.0,,,,All,,,,,Limited Certificate,10.0,0.27,All Limited Certificates,,,1,15:22.7
16421,2017-2018,School,101592,Meeker Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,3764.0,Meeker Middle School,101592.0,37.0,,,,All,,,,,National Board Certificate,6.0,0.162,,,,1,15:22.7
16422,2017-2018,School,101596,Crestwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4126.0,Crestwood Elementary School,101596.0,32.0,,,,All,,,,,Full Certificate,32.0,1.0,,,,1,15:22.7
16423,2017-2018,School,101596,Crestwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4126.0,Crestwood Elementary School,101596.0,32.0,,,,All,,,,,Limited Certificate,8.0,0.25,All Limited Certificates,,,1,15:22.7
16424,2017-2018,School,101596,Crestwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4126.0,Crestwood Elementary School,101596.0,32.0,,,,All,,,,,National Board Certificate,2.0,0.063,,,,1,15:22.7
16425,2017-2018,School,101597,Mattson Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4127.0,Mattson Middle School,101597.0,38.0,,,,All,,,,,Full Certificate,33.0,0.868,,,,1,15:22.7
16426,2017-2018,School,101597,Mattson Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4127.0,Mattson Middle School,101597.0,38.0,,,,All,,,,,Limited Certificate,11.0,0.289,All Limited Certificates,,,1,15:22.7
16427,2017-2018,School,101597,Mattson Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4127.0,Mattson Middle School,101597.0,38.0,,,,All,,,,,National Board Certificate,3.0,0.079,,,,1,15:22.7
16428,2017-2018,School,101598,Kentwood High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4128.0,Kentwood High School,101598.0,117.0,,,,All,,,,,Full Certificate,98.0,0.838,,,,1,15:22.7
16429,2017-2018,School,101598,Kentwood High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4128.0,Kentwood High School,101598.0,117.0,,,,All,,,,,Limited Certificate,47.0,0.402,All Limited Certificates,,,1,15:22.7
16430,2017-2018,School,101598,Kentwood High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4128.0,Kentwood High School,101598.0,117.0,,,,All,,,,,National Board Certificate,21.0,0.179,,,,1,15:22.7
16431,2017-2018,School,101602,Ridgewood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4293.0,Ridgewood Elementary School,101602.0,34.0,,,,All,,,,,Full Certificate,34.0,1.0,,,,1,15:22.7
16432,2017-2018,School,101602,Ridgewood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4293.0,Ridgewood Elementary School,101602.0,34.0,,,,All,,,,,Limited Certificate,9.0,0.265,All Limited Certificates,,,1,15:22.7
16433,2017-2018,School,101602,Ridgewood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4293.0,Ridgewood Elementary School,101602.0,34.0,,,,All,,,,,National Board Certificate,2.0,0.059000000000000004,,,,1,15:22.7
16434,2017-2018,School,101603,Martin Sortun Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4294.0,Martin Sortun Elementary School,101603.0,43.0,,,,All,,,,,Full Certificate,41.0,0.953,,,,1,15:22.7
16435,2017-2018,School,101603,Martin Sortun Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4294.0,Martin Sortun Elementary School,101603.0,43.0,,,,All,,,,,Limited Certificate,14.0,0.326,All Limited Certificates,,,1,15:22.7
16436,2017-2018,School,101603,Martin Sortun Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4294.0,Martin Sortun Elementary School,101603.0,43.0,,,,All,,,,,National Board Certificate,4.0,0.09300000000000001,,,,1,15:22.7
16437,2017-2018,School,101604,Jenkins Creek Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4301.0,Jenkins Creek Elementary School,101604.0,35.0,,,,All,,,,,Full Certificate,34.0,0.971,,,,1,15:22.7
16438,2017-2018,School,101604,Jenkins Creek Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4301.0,Jenkins Creek Elementary School,101604.0,35.0,,,,All,,,,,Limited Certificate,11.0,0.314,All Limited Certificates,,,1,15:22.7
16439,2017-2018,School,101605,Horizon Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4345.0,Horizon Elementary School,101605.0,29.0,,,,All,,,,,Full Certificate,28.0,0.966,,,,1,15:22.7
16440,2017-2018,School,101605,Horizon Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4345.0,Horizon Elementary School,101605.0,29.0,,,,All,,,,,Limited Certificate,7.0,0.24100000000000002,All Limited Certificates,,,1,15:22.7
16441,2017-2018,School,101605,Horizon Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4345.0,Horizon Elementary School,101605.0,29.0,,,,All,,,,,National Board Certificate,1.0,0.034,,,,1,15:22.7
16442,2017-2018,School,101606,Carriage Crest Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4353.0,Carriage Crest Elementary School,101606.0,37.0,,,,All,,,,,Full Certificate,36.0,0.973,,,,1,15:22.7
16443,2017-2018,School,101606,Carriage Crest Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4353.0,Carriage Crest Elementary School,101606.0,37.0,,,,All,,,,,Limited Certificate,9.0,0.243,All Limited Certificates,,,1,15:22.7
16444,2017-2018,School,101606,Carriage Crest Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4353.0,Carriage Crest Elementary School,101606.0,37.0,,,,All,,,,,National Board Certificate,2.0,0.054000000000000006,,,,1,15:22.7
16445,2017-2018,School,101607,Neely O Brien Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4356.0,Neely O Brien Elementary School,101607.0,57.0,,,,All,,,,,Full Certificate,52.0,0.912,,,,1,15:22.7
16446,2017-2018,School,101607,Neely O Brien Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4356.0,Neely O Brien Elementary School,101607.0,57.0,,,,All,,,,,Limited Certificate,21.0,0.368,All Limited Certificates,,,1,15:22.7
16447,2017-2018,School,101607,Neely O Brien Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4356.0,Neely O Brien Elementary School,101607.0,57.0,,,,All,,,,,National Board Certificate,1.0,0.018000000000000002,,,,1,15:22.7
16448,2017-2018,School,101608,George T. Daniel Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4413.0,George T. Daniel Elementary School,101608.0,38.0,,,,All,,,,,Full Certificate,37.0,0.9740000000000001,,,,1,15:22.7
16449,2017-2018,School,101608,George T. Daniel Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4413.0,George T. Daniel Elementary School,101608.0,38.0,,,,All,,,,,Limited Certificate,9.0,0.237,All Limited Certificates,,,1,15:22.7
16450,2017-2018,School,101608,George T. Daniel Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4413.0,George T. Daniel Elementary School,101608.0,38.0,,,,All,,,,,National Board Certificate,5.0,0.132,,,,1,15:22.7
16451,2017-2018,School,101609,Sunrise Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4420.0,Sunrise Elementary School,101609.0,41.0,,,,All,,,,,Full Certificate,39.0,0.951,,,,1,15:22.7
16452,2017-2018,School,101609,Sunrise Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4420.0,Sunrise Elementary School,101609.0,41.0,,,,All,,,,,Limited Certificate,9.0,0.22,All Limited Certificates,,,1,15:22.7
16453,2017-2018,School,101609,Sunrise Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4420.0,Sunrise Elementary School,101609.0,41.0,,,,All,,,,,National Board Certificate,2.0,0.049,,,,1,15:22.7
16454,2017-2018,School,101610,Cedar Heights Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4440.0,Cedar Heights Middle School,101610.0,36.0,,,,All,,,,,Full Certificate,33.0,0.917,,,,1,15:22.7
16455,2017-2018,School,101610,Cedar Heights Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4440.0,Cedar Heights Middle School,101610.0,36.0,,,,All,,,,,Limited Certificate,14.0,0.389,All Limited Certificates,,,1,15:22.7
16456,2017-2018,School,101610,Cedar Heights Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4440.0,Cedar Heights Middle School,101610.0,36.0,,,,All,,,,,National Board Certificate,3.0,0.083,,,,1,15:22.7
16457,2017-2018,School,101611,Meadow Ridge Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4465.0,Meadow Ridge Elementary School,101611.0,45.0,,,,All,,,,,Full Certificate,44.0,0.978,,,,1,15:22.7
16458,2017-2018,School,101611,Meadow Ridge Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4465.0,Meadow Ridge Elementary School,101611.0,45.0,,,,All,,,,,Limited Certificate,11.0,0.244,All Limited Certificates,,,1,15:22.7
16459,2017-2018,School,101611,Meadow Ridge Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4465.0,Meadow Ridge Elementary School,101611.0,45.0,,,,All,,,,,National Board Certificate,3.0,0.067,,,,1,15:22.7
16460,2017-2018,School,101612,Sawyer Woods Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4466.0,Sawyer Woods Elementary School,101612.0,31.0,,,,All,,,,,Full Certificate,31.0,1.0,,,,1,15:22.7
16461,2017-2018,School,101612,Sawyer Woods Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4466.0,Sawyer Woods Elementary School,101612.0,31.0,,,,All,,,,,Limited Certificate,10.0,0.32299999999999995,All Limited Certificates,,,1,15:22.7
16462,2017-2018,School,101612,Sawyer Woods Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4466.0,Sawyer Woods Elementary School,101612.0,31.0,,,,All,,,,,National Board Certificate,1.0,0.032,,,,1,15:22.7
16463,2017-2018,School,101613,Northwood Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4485.0,Northwood Middle School,101613.0,34.0,,,,All,,,,,Full Certificate,33.0,0.971,,,,1,15:22.7
16464,2017-2018,School,101613,Northwood Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4485.0,Northwood Middle School,101613.0,34.0,,,,All,,,,,Limited Certificate,10.0,0.294,All Limited Certificates,,,1,15:22.7
16465,2017-2018,School,101613,Northwood Middle School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4485.0,Northwood Middle School,101613.0,34.0,,,,All,,,,,National Board Certificate,4.0,0.11800000000000001,,,,1,15:22.7
16466,2017-2018,School,101614,Glenridge Elementary,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4489.0,Glenridge Elementary,101614.0,36.0,,,,All,,,,,Full Certificate,35.0,0.972,,,,1,15:22.7
16467,2017-2018,School,101614,Glenridge Elementary,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4489.0,Glenridge Elementary,101614.0,36.0,,,,All,,,,,Limited Certificate,4.0,0.111,All Limited Certificates,,,1,15:22.7
16468,2017-2018,School,101614,Glenridge Elementary,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4489.0,Glenridge Elementary,101614.0,36.0,,,,All,,,,,National Board Certificate,5.0,0.139,,,,1,15:22.7
16469,2017-2018,School,101615,Kentlake High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4492.0,Kentlake High School,101615.0,85.0,,,,All,,,,,Full Certificate,70.0,0.8240000000000001,,,,1,15:22.7
16470,2017-2018,School,101615,Kentlake High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4492.0,Kentlake High School,101615.0,85.0,,,,All,,,,,Limited Certificate,34.0,0.4,All Limited Certificates,,,1,15:22.7
16471,2017-2018,School,101615,Kentlake High School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4492.0,Kentlake High School,101615.0,85.0,,,,All,,,,,National Board Certificate,11.0,0.129,,,,1,15:22.7
16472,2017-2018,School,101616,Kent Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4520.0,Kent Elementary School,101616.0,51.0,,,,All,,,,,Full Certificate,47.0,0.922,,,,1,15:22.7
16473,2017-2018,School,101616,Kent Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4520.0,Kent Elementary School,101616.0,51.0,,,,All,,,,,Limited Certificate,13.0,0.255,All Limited Certificates,,,1,15:22.7
16474,2017-2018,School,101616,Kent Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4520.0,Kent Elementary School,101616.0,51.0,,,,All,,,,,National Board Certificate,2.0,0.039,,,,1,15:22.7
16475,2017-2018,School,101617,Emerald Park Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4545.0,Emerald Park Elementary School,101617.0,39.0,,,,All,,,,,Full Certificate,38.0,0.9740000000000001,,,,1,15:22.7
16476,2017-2018,School,101617,Emerald Park Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4545.0,Emerald Park Elementary School,101617.0,39.0,,,,All,,,,,Limited Certificate,15.0,0.385,All Limited Certificates,,,1,15:22.7
16477,2017-2018,School,101617,Emerald Park Elementary School,King,Puget Sound Educational Service District 121,100006.0,17415.0,Kent School District,100117.0,4545.0,Emerald Park Elementary School,101617.0,39.0,,,,All,,,,,National Board Certificate,8.0,0.205,,,,1,15:22.7
16481,2017-2018,School,101626,C O Sorenson,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,2493.0,C O Sorenson,101626.0,11.0,,,,All,,,,,Full Certificate,11.0,1.0,,,,1,15:22.7
16482,2017-2018,School,101626,C O Sorenson,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,2493.0,C O Sorenson,101626.0,11.0,,,,All,,,,,Limited Certificate,1.0,0.091,All Limited Certificates,,,1,15:22.7
16483,2017-2018,School,101627,Kenmore Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,2993.0,Kenmore Elementary,101627.0,31.0,,,,All,,,,,Full Certificate,30.0,0.968,,,,1,15:22.7
16484,2017-2018,School,101627,Kenmore Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,2993.0,Kenmore Elementary,101627.0,31.0,,,,All,,,,,Limited Certificate,7.0,0.226,All Limited Certificates,,,1,15:22.7
16485,2017-2018,School,101627,Kenmore Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,2993.0,Kenmore Elementary,101627.0,31.0,,,,All,,,,,National Board Certificate,6.0,0.19399999999999998,,,,1,15:22.7
16489,2017-2018,School,101629,Bothell High School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3106.0,Bothell High School,101629.0,84.0,,,,All,,,,,Full Certificate,82.0,0.976,,,,1,15:22.7
16490,2017-2018,School,101629,Bothell High School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3106.0,Bothell High School,101629.0,84.0,,,,All,,,,,Limited Certificate,22.0,0.262,All Limited Certificates,,,1,15:22.7
16491,2017-2018,School,101629,Bothell High School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3106.0,Bothell High School,101629.0,84.0,,,,All,,,,,National Board Certificate,14.0,0.16699999999999998,,,,1,15:22.7
16492,2017-2018,School,101630,Arrowhead Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3107.0,Arrowhead Elementary,101630.0,26.0,,,,All,,,,,Full Certificate,26.0,1.0,,,,1,15:22.7
16493,2017-2018,School,101630,Arrowhead Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3107.0,Arrowhead Elementary,101630.0,26.0,,,,All,,,,,Limited Certificate,5.0,0.192,All Limited Certificates,,,1,15:22.7
16494,2017-2018,School,101630,Arrowhead Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3107.0,Arrowhead Elementary,101630.0,26.0,,,,All,,,,,National Board Certificate,3.0,0.115,,,,1,15:22.7
16495,2017-2018,School,101631,Cottage Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3234.0,Cottage Lake Elementary,101631.0,23.0,,,,All,,,,,Full Certificate,23.0,1.0,,,,1,15:22.7
16496,2017-2018,School,101631,Cottage Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3234.0,Cottage Lake Elementary,101631.0,23.0,,,,All,,,,,Limited Certificate,7.0,0.304,All Limited Certificates,,,1,15:22.7
16497,2017-2018,School,101631,Cottage Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3234.0,Cottage Lake Elementary,101631.0,23.0,,,,All,,,,,National Board Certificate,3.0,0.13,,,,1,15:22.7
16498,2017-2018,School,101633,Westhill Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3287.0,Westhill Elementary,101633.0,31.0,,,,All,,,,,Full Certificate,30.0,0.968,,,,1,15:22.7
16499,2017-2018,School,101633,Westhill Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3287.0,Westhill Elementary,101633.0,31.0,,,,All,,,,,Limited Certificate,8.0,0.258,All Limited Certificates,,,1,15:22.7
16500,2017-2018,School,101633,Westhill Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3287.0,Westhill Elementary,101633.0,31.0,,,,All,,,,,National Board Certificate,9.0,0.29,,,,1,15:22.7
16501,2017-2018,School,101634,Maywood Hills Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3344.0,Maywood Hills Elementary,101634.0,39.0,,,,All,,,,,Full Certificate,38.0,0.9740000000000001,,,,1,15:22.7
16502,2017-2018,School,101634,Maywood Hills Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3344.0,Maywood Hills Elementary,101634.0,39.0,,,,All,,,,,Limited Certificate,10.0,0.256,All Limited Certificates,,,1,15:22.7
16503,2017-2018,School,101634,Maywood Hills Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3344.0,Maywood Hills Elementary,101634.0,39.0,,,,All,,,,,National Board Certificate,3.0,0.077,,,,1,15:22.7
16504,2017-2018,School,101635,Kenmore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3345.0,Kenmore Middle School,101635.0,39.0,,,,All,,,,,Full Certificate,39.0,1.0,,,,1,15:22.7
16505,2017-2018,School,101635,Kenmore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3345.0,Kenmore Middle School,101635.0,39.0,,,,All,,,,,Limited Certificate,11.0,0.282,All Limited Certificates,,,1,15:22.7
16506,2017-2018,School,101635,Kenmore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3345.0,Kenmore Middle School,101635.0,39.0,,,,All,,,,,National Board Certificate,3.0,0.077,,,,1,15:22.7
16511,2017-2018,School,101638,Moorlands Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3442.0,Moorlands Elementary,101638.0,42.0,,,,All,,,,,Full Certificate,40.0,0.9520000000000001,,,,1,15:22.7
16512,2017-2018,School,101638,Moorlands Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3442.0,Moorlands Elementary,101638.0,42.0,,,,All,,,,,Limited Certificate,8.0,0.19,All Limited Certificates,,,1,15:22.7
16513,2017-2018,School,101638,Moorlands Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3442.0,Moorlands Elementary,101638.0,42.0,,,,All,,,,,National Board Certificate,5.0,0.11900000000000001,,,,1,15:22.7
16514,2017-2018,School,101639,Inglemoor HS,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3492.0,Inglemoor HS,101639.0,89.0,,,,All,,,,,Full Certificate,87.0,0.978,,,,1,15:22.7
16515,2017-2018,School,101639,Inglemoor HS,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3492.0,Inglemoor HS,101639.0,89.0,,,,All,,,,,Limited Certificate,22.0,0.247,All Limited Certificates,,,1,15:22.7
16516,2017-2018,School,101639,Inglemoor HS,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3492.0,Inglemoor HS,101639.0,89.0,,,,All,,,,,National Board Certificate,12.0,0.135,,,,1,15:22.7
16523,2017-2018,School,101642,Woodin Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3749.0,Woodin Elementary,101642.0,41.0,,,,All,,,,,Full Certificate,41.0,1.0,,,,1,15:22.7
16524,2017-2018,School,101642,Woodin Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3749.0,Woodin Elementary,101642.0,41.0,,,,All,,,,,Limited Certificate,11.0,0.268,All Limited Certificates,,,1,15:22.7
16525,2017-2018,School,101642,Woodin Elementary,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3749.0,Woodin Elementary,101642.0,41.0,,,,All,,,,,National Board Certificate,8.0,0.195,,,,1,15:22.7
16526,2017-2018,School,101643,Leota Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3790.0,Leota Middle School,101643.0,46.0,,,,All,,,,,Full Certificate,44.0,0.9570000000000001,,,,1,15:22.7
16527,2017-2018,School,101643,Leota Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3790.0,Leota Middle School,101643.0,46.0,,,,All,,,,,Limited Certificate,13.0,0.28300000000000003,All Limited Certificates,,,1,15:22.7
16528,2017-2018,School,101643,Leota Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,3790.0,Leota Middle School,101643.0,46.0,,,,All,,,,,National Board Certificate,5.0,0.109,,,,1,15:22.7
16535,2017-2018,School,101648,Northshore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,4021.0,Northshore Middle School,101648.0,46.0,,,,All,,,,,Full Certificate,46.0,1.0,,,,1,15:22.7
16536,2017-2018,School,101648,Northshore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,4021.0,Northshore Middle School,101648.0,46.0,,,,All,,,,,Limited Certificate,13.0,0.28300000000000003,All Limited Certificates,,,1,15:22.7
16537,2017-2018,School,101648,Northshore Middle School,King,Puget Sound Educational Service District 121,100006.0,17417.0,Northshore School District,100174.0,4021.0,Northshore Middle School,101648.0,46.0,,,,All,,,,,National Board Certificate,7.0,0.152,,,,1,15:22.7
