,SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,StudentGroupType,StudentGroup,GradeLevel,Test Administration (group),TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,CountMetStandard,Count of students expected to test including previously passed,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,DataAsOf
203578,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3160.0,Star Lake Elementary School,101189.0,P,All,All Students,5,SBAC,SBAC,Math,None,67.0,29.0,67.0,43.3%,0.35820895522380000,0.2089552238805,0.19402985074620000,0.2388059701492,0.43283582089550000,0.0,02/09/2022 12:00:00 AM
203584,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3160.0,Star Lake Elementary School,101189.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,200.0,85.0,200.0,42.5%,0.36,0.21,0.26,0.165,0.4271356783919,0.005,02/09/2022 12:00:00 AM
203585,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3160.0,Star Lake Elementary School,101189.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,199.0,84.0,199.0,42.2%,0.3316582914572,0.24623115577880000,0.251256281407,0.17085427135670000,0.42211055276380000,0.0,02/09/2022 12:00:00 AM
204129,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,3,SBAC,SBAC,ELA,None,100.0,33.0,100.0,33.0%,0.41,0.25,0.17,0.16,0.33333333333330000,0.01,02/09/2022 12:00:00 AM
204130,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,3,SBAC,SBAC,Math,None,101.0,32.0,101.0,31.7%,0.4752475247524,0.2079207920792,0.2079207920792,0.1089108910891,0.31683168316830000,0.0,02/09/2022 12:00:00 AM
204132,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,4,SBAC,SBAC,ELA,None,103.0,28.0,103.0,27.2%,0.5339805825242,0.1941747572815,0.135922330097,0.135922330097,0.2718446601941,0.0,02/09/2022 12:00:00 AM
204133,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,4,SBAC,SBAC,Math,None,103.0,29.0,103.0,28.2%,0.4271844660194000,0.2815533980582,0.2038834951456,0.07766990291260000,0.2843137254901,0.009708737864,02/09/2022 12:00:00 AM
204136,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,5,SBAC,SBAC,ELA,None,78.0,22.0,78.0,28.2%,0.525641025641,0.1923076923076,0.2179487179487,0.0641025641025,0.2820512820512,0.0,02/09/2022 12:00:00 AM
204137,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,5,SBAC,SBAC,Math,None,78.0,21.0,78.0,26.9%,0.5641025641025,0.1538461538461,0.1410256410256,0.1282051282051,0.27272727272720000,0.0128205128205,02/09/2022 12:00:00 AM
204139,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,281.0,83.0,281.0,29.5%,0.4875444839857,0.2135231316725,0.170818505338,0.1245551601423,0.2964285714285,0.0035587188612,02/09/2022 12:00:00 AM
204140,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,282.0,82.0,282.0,29.1%,0.48226950354600000,0.2198581560283,0.1879432624113,0.1028368794326,0.29285714285710000,0.0070921985815,02/09/2022 12:00:00 AM
204493,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,3,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204494,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,3,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204495,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,4,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204496,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,4,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204497,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,5,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204498,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,5,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204500,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,6,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204501,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,6,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204502,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,7,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204503,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,7,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204506,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,10,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204507,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,10,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
204510,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,<10%,,,,<10%,,,,,,,02/09/2022 12:00:00 AM
204511,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1951.0,Support School,103878.0,P,All,All Students,All Grades,SBAC,SBAC,Math,<10%,,,,<10%,,,,,,,02/09/2022 12:00:00 AM
204816,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,6,SBAC,SBAC,ELA,None,147.0,46.0,147.0,31.3%,0.4353741496598,0.23809523809520000,0.2517006802721,0.061224489795900000,0.3172413793103,0.0136054421768,02/09/2022 12:00:00 AM
204817,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,6,SBAC,SBAC,Math,None,146.0,40.0,146.0,27.4%,0.44520547945200000,0.2602739726027,0.2191780821917,0.0547945205479,0.2797202797202,0.0205479452054,02/09/2022 12:00:00 AM
204821,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,7,SBAC,SBAC,ELA,None,179.0,64.0,179.0,35.8%,0.3184357541899,0.31284916201110000,0.27374301675970000,0.0837988826815,0.36158192090390000,0.0111731843575,02/09/2022 12:00:00 AM
204822,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,7,SBAC,SBAC,Math,None,179.0,52.0,179.0,29.1%,0.40782122905020000,0.2849162011173,0.1955307262569,0.09497206703910000,0.2954545454545,0.016759776536300000,02/09/2022 12:00:00 AM
204827,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,8,SBAC,SBAC,ELA,None,194.0,87.0,194.0,44.8%,0.2731958762886,0.2731958762886,0.3453608247422,0.10309278350510000,0.4507772020725,0.005154639175200000,02/09/2022 12:00:00 AM
204828,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,8,SBAC,SBAC,Math,None,193.0,52.0,193.0,26.9%,0.4974093264248,0.22797927461130000,0.0932642487046,0.17616580310880000,0.27083333333330000,0.0051813471502,02/09/2022 12:00:00 AM
204832,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,10,SBAC,SBAC,ELA,None,40.0,35.0,40.0,87.5%,0.025,0.1,0.4,0.475,0.875,0.0,02/09/2022 12:00:00 AM
204833,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,10,SBAC,SBAC,Math,None,40.0,20.0,40.0,50.0%,0.3,0.2,0.4,0.1,0.5,0.0,02/09/2022 12:00:00 AM
204839,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,560.0,232.0,560.0,41.4%,0.3125,0.2642857142857,0.3017857142857,0.1125,0.418018018018,0.008928571428500000,02/09/2022 12:00:00 AM
204840,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,5473.0,Technology Access Foundation Academy at Saghalie,106056.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,558.0,164.0,558.0,29.4%,0.4408602150537,0.25268817204300000,0.1810035842293,0.1129032258064,0.2976406533575,0.012544802867300000,02/09/2022 12:00:00 AM
205370,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3584.0,Thomas Jefferson High School,101201.0,P,All,All Students,10,SBAC,SBAC,ELA,None,383.0,216.0,383.0,56.4%,0.1514360313315,0.219321148825,0.32114882506520000,0.242819843342,0.6033519553072,0.065274151436,02/09/2022 12:00:00 AM
205371,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3584.0,Thomas Jefferson High School,101201.0,P,All,All Students,10,SBAC,SBAC,Math,None,387.0,107.0,387.0,27.6%,0.46511627906970000,0.2015503875968,0.1860465116279,0.0904392764857,0.2931506849315,0.0568475452196,02/09/2022 12:00:00 AM
205380,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3584.0,Thomas Jefferson High School,101201.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,383.0,216.0,383.0,56.4%,0.1514360313315,0.219321148825,0.32114882506520000,0.242819843342,0.6033519553072,0.065274151436,02/09/2022 12:00:00 AM
205381,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3584.0,Thomas Jefferson High School,101201.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,387.0,107.0,387.0,27.6%,0.46511627906970000,0.2015503875968,0.1860465116279,0.0904392764857,0.2931506849315,0.0568475452196,02/09/2022 12:00:00 AM
205694,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,4570.0,Todd Beamer High School,101226.0,P,All,All Students,10,SBAC,SBAC,ELA,None,402.0,245.0,402.0,60.9%,0.1243781094527,0.1815920398009,0.35074626865670000,0.2587064676616,0.6657608695652,0.08457711442780000,02/09/2022 12:00:00 AM
205695,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,4570.0,Todd Beamer High School,101226.0,P,All,All Students,10,SBAC,SBAC,Math,None,403.0,97.0,403.0,24.1%,0.37717121588080000,0.24565756823820000,0.1290322580645,0.1116625310173,0.2787356321839,0.136476426799,02/09/2022 12:00:00 AM
205704,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,4570.0,Todd Beamer High School,101226.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,402.0,245.0,402.0,60.9%,0.1243781094527,0.1815920398009,0.35074626865670000,0.2587064676616,0.6657608695652,0.08457711442780000,02/09/2022 12:00:00 AM
205705,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,4570.0,Todd Beamer High School,101226.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,403.0,97.0,403.0,24.1%,0.37717121588080000,0.24565756823820000,0.1290322580645,0.1116625310173,0.2787356321839,0.136476426799,02/09/2022 12:00:00 AM
206005,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,3,SBAC,SBAC,ELA,None,56.0,28.0,56.0,50.0%,0.23214285714280000,0.2678571428571,0.16071428571420000,0.33928571428570000,0.5,0.0,02/09/2022 12:00:00 AM
206006,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,3,SBAC,SBAC,Math,None,56.0,31.0,56.0,55.4%,0.28571428571420000,0.16071428571420000,0.3035714285714,0.25,0.5535714285714000,0.0,02/09/2022 12:00:00 AM
206008,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,4,SBAC,SBAC,ELA,Cross Organization - N<10,,,,35.2%,0.3888888888888,0.24074074074070000,0.1481481481481,0.2037037037037,0.3584905660377,0.0185185185185,02/09/2022 12:00:00 AM
206009,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,4,SBAC,SBAC,Math,Cross Organization - N<10,,,,31.5%,0.37037037037030000,0.3148148148148,0.2222222222222,0.0925925925925,0.3148148148148,0.0,02/09/2022 12:00:00 AM
206011,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,5,SBAC,SBAC,ELA,None,72.0,43.0,72.0,59.7%,0.23611111111110000,0.15277777777770000,0.40277777777770000,0.1944444444444,0.6056338028169,0.0138888888888,02/09/2022 12:00:00 AM
206012,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,5,SBAC,SBAC,Math,None,72.0,32.0,72.0,44.4%,0.2777777777777,0.2638888888888,0.23611111111110000,0.20833333333330000,0.4507042253521,0.0138888888888,02/09/2022 12:00:00 AM
206015,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,182.0,90.0,182.0,49.5%,0.2802197802197,0.21428571428570000,0.2527472527472,0.24175824175820000,0.5,0.010989010989,02/09/2022 12:00:00 AM
206016,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3628.0,Twin Lakes Elementary School,101205.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,182.0,80.0,182.0,44.0%,0.3076923076923,0.24725274725270000,0.2527472527472,0.18681318681310000,0.4419889502762,0.0054945054945,02/09/2022 12:00:00 AM
206363,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,3,SBAC,SBAC,ELA,None,98.0,43.0,98.0,43.9%,0.2755102040816,0.2755102040816,0.2244897959183,0.21428571428570000,0.4432989690721,0.0102040816326,02/09/2022 12:00:00 AM
206364,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,3,SBAC,SBAC,Math,None,99.0,46.0,99.0,46.5%,0.34343434343430000,0.1818181818181,0.27272727272720000,0.19191919191910000,0.46938775510200000,0.010101010101000000,02/09/2022 12:00:00 AM
206366,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,4,SBAC,SBAC,ELA,None,107.0,55.0,107.0,51.4%,0.2616822429906,0.22429906542050000,0.22429906542050000,0.2897196261682,0.5140186915887000,0.0,02/09/2022 12:00:00 AM
206367,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,4,SBAC,SBAC,Math,None,107.0,56.0,107.0,52.3%,0.18691588785040000,0.2803738317757,0.33644859813080000,0.18691588785040000,0.5283018867924,0.0093457943925,02/09/2022 12:00:00 AM
206369,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,5,SBAC,SBAC,ELA,None,91.0,53.0,91.0,58.2%,0.23076923076920000,0.18681318681310000,0.40659340659340000,0.1758241758241,0.5824175824175,0.0,02/09/2022 12:00:00 AM
206370,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,5,SBAC,SBAC,Math,None,91.0,48.0,91.0,52.7%,0.24175824175820000,0.23076923076920000,0.28571428571420000,0.24175824175820000,0.5274725274725,0.0,02/09/2022 12:00:00 AM
206373,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,296.0,151.0,296.0,51.0%,0.2567567567567,0.22972972972970000,0.28040540540540000,0.22972972972970000,0.5118644067796,0.0033783783783000000,02/09/2022 12:00:00 AM
206374,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,297.0,150.0,297.0,50.5%,0.25589225589220000,0.23232323232320000,0.2996632996632,0.2053872053872,0.5084745762711000,0.0067340067340000000,02/09/2022 12:00:00 AM
206707,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,3,SBAC,SBAC,ELA,None,100.0,33.0,100.0,33.0%,0.45,0.22,0.17,0.16,0.33,0.0,02/09/2022 12:00:00 AM
206708,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,3,SBAC,SBAC,Math,None,101.0,48.0,101.0,47.5%,0.3366336633663,0.18811881188110000,0.3069306930693,0.16831683168310000,0.4752475247524,0.0,02/09/2022 12:00:00 AM
206710,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,4,SBAC,SBAC,ELA,None,88.0,23.0,88.0,26.1%,0.5681818181818,0.15909090909090000,0.14772727272720000,0.1136363636363,0.26436781609190000,0.0113636363636,02/09/2022 12:00:00 AM
206711,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,4,SBAC,SBAC,Math,None,88.0,19.0,88.0,21.6%,0.4545454545454,0.31818181818180000,0.1136363636363,0.1022727272727,0.21839080459770000,0.0113636363636,02/09/2022 12:00:00 AM
206713,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,5,SBAC,SBAC,ELA,None,100.0,27.0,100.0,27.0%,0.43,0.27,0.2,0.07,0.2783505154639,0.03,02/09/2022 12:00:00 AM
206714,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,5,SBAC,SBAC,Math,None,101.0,12.0,101.0,11.9%,0.5742574257425000,0.3069306930693,0.069306930693,0.049504950495,0.1188118811881,0.0,02/09/2022 12:00:00 AM
206717,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,288.0,83.0,288.0,28.8%,0.47916666666660000,0.21875,0.17361111111110000,0.1145833333333,0.2922535211267,0.0138888888888,02/09/2022 12:00:00 AM
206718,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3583.0,Wildwood Elementary School,101200.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,290.0,79.0,290.0,27.2%,0.4551724137931,0.26896551724130000,0.1655172413793,0.1068965517241,0.27335640138400000,0.0034482758620000000,02/09/2022 12:00:00 AM
207074,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,3,SBAC,SBAC,ELA,None,60.0,29.0,60.0,48.3%,0.28333333333330000,0.2166666666666,0.18333333333330000,0.3,0.4915254237288,0.0166666666666,02/09/2022 12:00:00 AM
207075,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,3,SBAC,SBAC,Math,None,60.0,34.0,60.0,56.7%,0.2166666666666,0.2,0.28333333333330000,0.28333333333330000,0.5762711864406,0.0166666666666,02/09/2022 12:00:00 AM
207077,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,4,SBAC,SBAC,ELA,None,65.0,28.0,65.0,43.1%,0.3692307692307,0.2,0.2,0.23076923076920000,0.43076923076920000,0.0,02/09/2022 12:00:00 AM
207078,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,4,SBAC,SBAC,Math,None,65.0,25.0,65.0,38.5%,0.2461538461538,0.3692307692307,0.23076923076920000,0.1538461538461,0.3846153846153,0.0,02/09/2022 12:00:00 AM
207080,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,5,SBAC,SBAC,ELA,None,64.0,33.0,64.0,51.6%,0.203125,0.28125,0.359375,0.15625,0.515625,0.0,02/09/2022 12:00:00 AM
207081,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,5,SBAC,SBAC,Math,None,65.0,26.0,65.0,40.0%,0.3230769230769,0.276923076923,0.2461538461538,0.1538461538461,0.4,0.0,02/09/2022 12:00:00 AM
207084,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,6,SBAC,SBAC,ELA,Cross Organization - N<10,,,,40.7%,0.33333333333330000,0.2592592592592,0.33333333333330000,0.074074074074,0.4074074074074,0.0,02/09/2022 12:00:00 AM
207085,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,6,SBAC,SBAC,Math,Cross Organization - N<10,,,,22.2%,0.37037037037030000,0.4074074074074,0.1481481481481,0.074074074074,0.2222222222222,0.0,02/09/2022 12:00:00 AM
207087,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,7,SBAC,SBAC,ELA,Cross Organization - N<10,,,,43.5%,0.2173913043478,0.34782608695650000,0.34782608695650000,0.08695652173910000,0.4347826086956,0.0,02/09/2022 12:00:00 AM
207088,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,7,SBAC,SBAC,Math,None,23.0,8.0,23.0,34.8%,0.2173913043478,0.4347826086956,0.2173913043478,0.1304347826086,0.34782608695650000,0.0,02/09/2022 12:00:00 AM
207089,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,8,SBAC,SBAC,ELA,None,25.0,20.0,25.0,80.0%,0.04,0.16,0.56,0.24,0.8,0.0,02/09/2022 12:00:00 AM
207090,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,8,SBAC,SBAC,Math,None,25.0,11.0,25.0,44.0%,0.24,0.32,0.24,0.2,0.44,0.0,02/09/2022 12:00:00 AM
207093,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,264.0,131.0,264.0,49.6%,0.2613636363636,0.2386363636363,0.2954545454545,0.2007575757575,0.4980988593155,0.0037878787878000000,02/09/2022 12:00:00 AM
207094,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,265.0,110.0,265.0,41.5%,0.2679245283018,0.3132075471698,0.2377358490566,0.177358490566,0.41666666666660000,0.0037735849056,02/09/2022 12:00:00 AM
